SALE_ID,DATE,PRODUCT_ID,STORE_ID,PROMO_ID,UNITS_SOLD,REVENUE
10519,2024-01-12,12,27,125,1,92.78
10520,2024-11-14,35,5,34,4,375.36
10521,2024-11-28,18,13,36,8,888.32
10522,2024-04-01,46,12,6,6,162.54
10523,2024-01-01,37,8,12,9,1199.43
10524,2024-11-21,23,1,14,18,459.36
10525,2024-05-15,33,26,100,3,115.28999999999999
10526,2024-07-14,14,30,150,14,1239.98
10527,2024-05-12,44,3,79,11,1470.26
10528,2024-03-26,1,16,96,8,964.96
10529,2024-10-21,27,23,94,15,1148.25
10530,2024-10-05,24,6,87,4,286.04
10531,2024-11-19,2,11,16,8,758.64
10532,2024-06-28,12,5,39,5,463.9
10533,2024-01-04,13,7,12,5,242.3
10534,2024-05-05,27,15,110,19,1454.45
10535,2024-06-23,20,13,142,6,275.1
10536,2024-09-07,47,5,94,19,1137.72
10537,2024-01-21,48,7,26,2,273.92
10538,2024-04-14,37,26,37,12,1599.2400000000002
10539,2024-03-06,34,19,146,8,1136.0
10540,2024-09-19,6,6,138,10,1290.1
10541,2024-02-18,8,18,114,2,46.72
10542,2024-01-16,21,1,146,5,78.3
10543,2024-05-24,39,18,129,17,873.63
10544,2024-12-05,21,20,3,8,125.28
10545,2024-09-06,45,11,45,2,110.82
10546,2024-12-08,6,10,34,2,258.02
10547,2024-12-19,41,6,70,17,1256.47
10548,2024-03-15,44,27,150,8,1069.28
10549,2024-10-16,30,5,93,11,324.61
10550,2024-10-08,10,24,104,5,518.2
10551,2024-03-06,11,2,91,13,1341.99
10552,2024-05-04,1,16,66,9,1085.58
10553,2024-11-14,10,3,11,18,1865.52
10554,2024-03-27,25,2,17,7,267.68
10555,2024-02-10,16,10,108,5,730.1999999999999
10556,2024-07-04,19,2,37,2,86.08
10557,2024-12-19,10,20,147,16,1658.24
10558,2024-11-30,47,12,139,16,958.08
10559,2024-09-22,14,2,88,10,885.6999999999999
10560,2024-09-27,3,15,78,3,419.04
10561,2024-02-11,4,18,139,12,1213.8000000000002
10562,2024-04-02,40,3,30,7,173.39
10563,2024-07-03,33,29,128,4,153.72
10564,2024-08-02,20,1,130,7,320.95
10565,2024-01-17,15,5,35,3,190.82999999999998
10566,2024-09-21,7,11,91,19,1385.48
10567,2024-04-23,44,20,51,12,1603.92
10568,2024-10-18,3,11,5,9,1257.1200000000001
10569,2024-10-18,27,27,69,18,1377.8999999999999
10570,2024-02-17,37,1,22,1,133.27
10571,2024-11-02,29,22,28,17,1825.29
10572,2024-04-06,26,7,,10,1354.1
10573,2024-04-04,27,13,132,1,76.55
10574,2024-11-21,25,4,46,7,267.68
10575,2024-03-14,40,19,91,3,74.31
10576,2024-12-01,43,25,122,18,1229.58
10577,2024-03-08,30,11,,10,295.1
10578,2024-09-02,44,3,38,11,1470.26
10579,2024-03-17,20,21,4,14,641.9
10580,2024-07-26,7,5,118,1,72.92
10581,2024-09-10,29,7,117,1,107.37
10582,2024-08-08,46,1,93,19,514.71
10583,2024-09-18,34,11,129,19,2698.0
10584,2024-11-26,26,3,106,19,2572.79
10585,2024-12-09,27,19,132,9,688.9499999999999
10586,2024-09-15,44,15,146,11,1470.26
10587,2024-11-03,9,26,7,13,804.8299999999999
10588,2024-03-14,22,10,61,14,1532.86
10589,2024-05-04,12,24,1,3,278.34000000000003
10590,2024-07-06,6,3,57,4,516.04
10591,2024-09-10,6,7,13,17,2193.17
10592,2024-11-16,27,13,90,17,1301.35
10593,2024-11-03,19,25,,1,43.04
10594,2024-08-22,6,24,28,9,1161.09
10595,2024-09-06,49,6,70,13,625.3000000000001
10596,2024-11-27,17,30,137,12,1546.1999999999998
10597,2024-12-10,29,5,27,6,644.22
10598,2024-03-12,23,23,101,17,433.84
10599,2024-08-22,17,9,84,12,1546.1999999999998
10600,2024-11-19,21,12,85,10,156.6
10601,2024-06-04,10,22,93,15,1554.6
10602,2024-04-24,43,27,24,7,478.17
10603,2024-11-08,8,27,68,18,420.48
10604,2024-08-15,14,18,141,19,1682.83
10605,2024-11-17,31,8,45,5,473.1
10606,2024-12-11,18,20,138,19,2109.76
10607,2024-09-01,47,6,149,4,239.52
10608,2024-11-01,30,30,109,16,472.16
10609,2024-01-14,18,18,112,18,1998.72
10610,2024-01-16,25,29,80,17,650.08
10611,2024-02-11,49,6,123,8,384.8
10612,2024-04-19,37,18,78,15,1999.0500000000002
10613,2024-10-04,25,17,18,17,650.08
10614,2024-11-19,30,11,125,16,472.16
10615,2024-01-19,30,21,32,4,118.04
10616,2024-03-06,36,4,123,15,1609.05
10617,2024-06-15,11,27,102,13,1341.99
10618,2024-03-13,48,29,119,8,1095.68
10619,2024-11-05,39,15,118,6,308.34000000000003
10620,2024-04-21,27,20,132,17,1301.35
10621,2024-09-30,16,17,120,6,876.24
10622,2024-03-25,38,25,142,7,681.87
10623,2024-05-18,32,12,35,9,770.22
10624,2024-02-08,29,30,117,16,1717.92
10625,2024-04-14,10,11,8,16,1658.24
10626,2024-11-19,30,8,110,13,383.63
10627,2024-10-07,11,17,112,19,1961.3700000000001
10628,2024-05-02,15,5,39,11,699.71
10629,2024-08-05,44,27,48,1,133.66
10630,2024-03-01,23,12,111,12,306.24
10631,2024-04-09,48,16,1,1,136.96
10632,2024-11-02,23,25,76,16,408.32
10633,2024-12-19,50,16,48,1,100.68
10634,2024-07-22,7,17,30,18,1312.56
10635,2024-09-14,14,10,103,6,531.42
10636,2024-01-05,9,10,16,3,185.73
10637,2024-07-15,28,3,41,15,1332.9
10638,2024-06-28,6,11,128,9,1161.09
10639,2024-12-07,43,28,24,15,1024.65
10640,2024-05-12,45,12,65,2,110.82
10641,2024-11-19,22,20,100,1,109.49
10642,2024-09-09,18,2,114,12,1332.48
10643,2024-09-21,44,9,11,11,1470.26
10644,2024-04-02,38,1,89,13,1266.33
10645,2024-05-29,22,4,80,6,656.9399999999999
10646,2024-05-17,9,10,19,12,742.92
10647,2024-07-26,18,28,19,11,1221.44
10648,2024-05-04,21,13,12,1,15.66
10649,2024-08-21,15,19,33,16,1017.76
10650,2024-03-01,9,26,70,10,619.0999999999999
10651,2024-11-02,42,25,102,2,81.16
10652,2024-09-22,2,29,42,16,1517.28
10653,2024-05-13,14,27,56,8,708.56
10654,2024-11-13,21,3,53,2,31.32
10655,2024-04-22,43,23,42,11,751.4100000000001
10656,2024-07-09,45,11,36,18,997.3799999999999
10657,2024-07-05,34,2,145,9,1278.0
10658,2024-11-14,7,8,146,6,437.52
10659,2024-03-29,15,2,4,4,254.44
10660,2024-07-05,39,26,93,9,462.51
10661,2024-11-02,12,25,148,7,649.46
10662,2024-05-11,7,9,57,8,583.36
10663,2024-12-25,5,25,142,11,1518.99
10664,2024-05-02,47,13,112,16,958.08
10665,2024-02-17,39,29,44,11,565.29
10666,2024-10-14,23,22,106,7,178.64
10667,2024-06-27,28,23,25,12,1066.32
10668,2024-06-28,34,28,64,15,2130.0
10669,2024-04-08,25,14,127,15,573.6
10670,2024-11-25,2,20,130,10,948.3
10671,2024-02-03,9,16,78,4,247.64
10672,2024-03-10,34,11,6,16,2272.0
10673,2024-06-19,46,16,48,14,379.26
10674,2024-09-28,47,11,88,18,1077.8400000000001
10675,2024-02-28,32,18,81,1,85.58
10676,2024-06-29,12,19,28,11,1020.58
10677,2024-01-19,19,19,110,6,258.24
10678,2024-08-13,47,13,125,8,479.04
10679,2024-04-04,38,1,99,6,584.46
10680,2024-10-23,10,3,131,18,1865.52
10681,2024-03-21,10,15,71,14,1450.96
10682,2024-06-23,35,20,1,1,93.84
10683,2024-08-09,41,4,35,19,1404.29
10684,2024-04-12,37,19,35,10,1332.7
10685,2024-02-23,32,16,144,5,427.9
10686,2024-07-01,7,10,130,18,1312.56
10687,2024-12-16,10,4,2,1,103.64
10688,2024-11-13,43,11,59,16,1092.96
10689,2024-12-20,38,4,42,9,876.6899999999999
10690,2024-12-14,27,3,144,8,612.4
10691,2024-11-16,32,5,109,9,770.22
10692,2024-03-08,7,12,121,10,729.2
10693,2024-01-28,48,19,49,9,1232.64
10694,2024-09-30,26,8,66,5,677.05
10695,2024-10-08,22,29,37,13,1423.37
10696,2024-12-25,12,27,76,6,556.6800000000001
10697,2024-11-06,24,3,66,3,214.53000000000003
10698,2024-04-28,50,10,130,5,503.40000000000003
10699,2024-05-13,46,19,130,9,243.81
10700,2024-05-08,29,24,66,5,536.85
10701,2024-01-08,32,28,15,1,85.58
10702,2024-02-20,16,1,115,6,876.24
10703,2024-12-06,26,15,85,6,812.46
10704,2024-10-07,6,15,80,1,129.01
10705,2024-06-23,1,11,88,14,1688.68
10706,2024-07-01,13,4,113,15,726.9
10707,2024-07-10,38,3,83,3,292.23
10708,2024-09-05,6,17,5,17,2193.17
10709,2024-08-22,38,17,3,17,1655.97
10710,2024-03-23,12,23,92,3,278.34000000000003
10711,2024-04-02,9,11,90,13,804.8299999999999
10712,2024-11-07,20,4,139,14,641.9
10713,2024-09-24,39,5,11,12,616.6800000000001
10714,2024-04-29,27,18,7,1,76.55
10715,2024-03-11,3,3,90,5,698.4000000000001
10716,2024-01-17,24,28,111,3,214.53000000000003
10717,2024-09-09,15,1,68,13,826.93
10718,2024-05-01,34,20,19,11,1562.0
10719,2024-01-10,50,27,34,11,1107.48
10720,2024-10-13,32,8,138,3,256.74
10721,2024-11-11,21,12,130,3,46.980000000000004
10722,2024-11-21,1,12,108,12,1447.44
10723,2024-09-29,33,27,32,12,461.15999999999997
10724,2024-11-01,11,27,15,11,1135.53
10725,2024-10-19,3,29,12,10,1396.8000000000002
10726,2024-07-28,22,19,111,4,437.96
10727,2024-08-05,10,14,77,14,1450.96
10728,2024-08-28,44,17,43,10,1336.6
10729,2024-07-18,38,20,85,9,876.6899999999999
10730,2024-08-03,24,25,27,4,286.04
10731,2024-07-23,7,30,123,19,1385.48
10732,2024-08-03,49,10,32,8,384.8
10733,2024-03-20,49,8,10,8,384.8
10734,2024-09-23,36,15,119,2,214.54
10735,2024-02-04,1,26,92,12,1447.44
10736,2024-10-15,1,19,132,19,2291.78
10737,2024-01-18,26,4,122,17,2301.97
10738,2024-06-13,17,15,39,7,901.9499999999999
10739,2024-01-13,11,27,18,15,1548.45
10740,2024-07-20,3,5,32,18,2514.2400000000002
10741,2024-08-16,10,15,39,6,621.84
10742,2024-12-11,2,23,77,7,663.81
10743,2024-01-01,32,1,53,1,85.58
10744,2024-11-14,16,19,9,3,438.12
10745,2024-08-04,48,13,51,1,136.96
10746,2024-02-03,26,17,140,16,2166.56
10747,2024-12-24,40,19,12,9,222.93
10748,2024-09-22,39,27,99,12,616.6800000000001
10749,2024-05-07,10,27,120,5,518.2
10750,2024-07-30,36,13,30,11,1179.97
10751,2024-09-19,30,6,43,1,29.51
10752,2024-11-07,9,25,96,10,619.0999999999999
10753,2024-03-20,5,22,58,16,2209.44
10754,2024-06-13,7,8,6,15,1093.8
10755,2024-09-08,36,30,129,18,1930.86
10756,2024-01-12,1,4,43,5,603.1
10757,2024-10-30,27,21,21,10,765.5
10758,2024-07-30,12,13,12,1,92.78
10759,2024-10-08,16,24,120,18,2628.72
10760,2024-04-21,48,29,80,17,2328.32
10761,2024-07-29,8,17,142,12,280.32
10762,2024-08-26,25,24,137,1,38.24
10763,2024-09-24,13,14,2,7,339.22
10764,2024-10-24,41,2,61,1,73.91
10765,2024-11-12,10,22,35,9,932.76
10766,2024-02-27,40,16,86,3,74.31
10767,2024-02-03,33,20,133,10,384.3
10768,2024-09-19,35,12,50,15,1407.6000000000001
10769,2024-12-30,37,28,55,10,1332.7
10770,2024-02-04,39,26,121,19,976.41
10771,2024-09-27,28,29,44,8,710.88
10772,2024-08-14,16,10,69,13,1898.52
10773,2024-01-25,8,4,7,6,140.16
10774,2024-08-21,33,5,129,13,499.59
10775,2024-02-28,35,17,137,9,844.5600000000001
10776,2024-09-07,38,20,52,1,97.41
10777,2024-11-30,12,8,83,16,1484.48
10778,2024-03-26,15,29,111,16,1017.76
10779,2024-09-07,17,25,36,17,2190.45
10780,2024-06-28,27,18,121,16,1224.8
10781,2024-07-25,50,22,111,2,201.36
10782,2024-12-09,21,21,11,10,156.6
10783,2024-05-28,21,8,28,17,266.22
10784,2024-03-11,17,8,40,4,515.4
10785,2024-04-30,27,15,119,7,535.85
10786,2024-09-09,12,29,11,14,1298.92
10787,2024-04-02,48,8,12,15,2054.4
10788,2024-09-12,44,10,91,12,1603.92
10789,2024-09-10,36,17,76,13,1394.51
10790,2024-12-17,28,14,33,15,1332.9
10791,2024-10-14,25,16,5,10,382.40000000000003
10792,2024-11-04,9,26,21,1,61.91
10793,2024-02-28,47,20,30,15,898.2
10794,2024-03-09,37,27,74,2,266.54
10795,2024-03-26,23,2,1,6,153.12
10796,2024-09-30,11,20,29,19,1961.3700000000001
10797,2024-08-14,50,29,71,11,1107.48
10798,2024-03-21,1,6,51,19,2291.78
10799,2024-04-23,16,20,97,1,146.04
10800,2024-07-02,50,5,48,17,1711.5600000000002
10801,2024-10-06,13,19,3,6,290.76
10802,2024-11-17,20,11,146,9,412.65000000000003
10803,2024-11-13,16,16,104,4,584.16
10804,2024-02-23,16,18,18,18,2628.72
10805,2024-07-15,35,7,88,17,1595.28
10806,2024-10-19,50,22,140,9,906.1200000000001
10807,2024-10-19,32,19,27,12,1026.96
10808,2024-10-17,23,14,69,5,127.6
10809,2024-06-28,25,10,10,13,497.12
10810,2024-08-09,43,25,52,4,273.24
10811,2024-09-30,28,6,3,7,622.02
10812,2024-08-31,45,21,149,17,941.9699999999999
10813,2024-06-02,2,8,54,6,568.98
10814,2024-10-30,3,18,117,6,838.08
10815,2024-09-29,31,22,26,5,473.1
10816,2024-05-14,33,6,10,9,345.87
10817,2024-11-08,33,23,108,2,76.86
10818,2024-01-08,47,3,148,2,119.76
10819,2024-05-07,35,22,88,6,563.04
10820,2024-02-25,36,3,107,10,1072.7
10821,2024-05-05,26,14,80,10,1354.1
10822,2024-06-07,12,13,47,6,556.6800000000001
10823,2024-02-28,44,24,98,17,2272.22
10824,2024-02-27,46,21,107,19,514.71
10825,2024-05-19,11,22,62,4,412.92
10826,2024-06-24,6,25,136,16,2064.16
10827,2024-04-17,25,9,143,19,726.5600000000001
10828,2024-07-29,46,16,141,17,460.53
10829,2024-03-14,34,11,25,15,2130.0
10830,2024-06-15,35,16,45,7,656.88
10831,2024-12-22,21,21,49,6,93.96000000000001
10832,2024-10-30,18,10,42,5,555.2
10833,2024-08-20,8,23,28,2,46.72
10834,2024-11-22,34,22,61,3,426.0
10835,2024-06-30,48,30,10,4,547.84
10836,2024-05-01,14,26,80,14,1239.98
10837,2024-11-29,19,13,52,17,731.68
10838,2024-07-21,20,20,13,13,596.0500000000001
10839,2024-01-29,4,17,,8,809.2
10840,2024-07-20,38,20,105,2,194.82
10841,2024-04-02,32,18,17,15,1283.7
10842,2024-11-24,26,29,6,12,1624.92
10843,2024-12-21,28,16,149,5,444.3
10844,2024-06-24,12,8,21,13,1206.14
10845,2024-11-25,10,18,76,15,1554.6
10846,2024-07-29,41,9,72,14,1034.74
10847,2024-07-02,35,26,101,14,1313.76
10848,2024-04-04,33,14,82,11,422.73
10849,2024-09-29,14,6,20,19,1682.83
10850,2024-05-16,40,5,133,7,173.39
10851,2024-08-24,23,13,,14,357.28
10852,2024-12-18,18,13,107,8,888.32
10853,2024-09-21,44,25,137,1,133.66
10854,2024-05-14,12,2,87,2,185.56
10855,2024-05-23,42,17,128,17,689.86
10856,2024-01-19,36,25,9,16,1716.32
10857,2024-08-18,25,26,104,11,420.64000000000004
10858,2024-05-13,37,20,30,17,2265.59
10859,2024-04-23,40,18,77,13,322.01
10860,2024-05-18,22,6,91,3,328.46999999999997
10861,2024-05-04,6,1,17,15,1935.1499999999999
10862,2024-07-22,16,27,132,14,2044.56
10863,2024-03-01,23,20,123,3,76.56
10864,2024-09-06,9,15,46,12,742.92
10865,2024-10-24,43,28,19,11,751.4100000000001
10866,2024-01-13,35,11,1,3,281.52
10867,2024-09-11,29,15,72,3,322.11
10868,2024-03-25,14,20,66,7,619.99
10869,2024-01-20,5,10,52,10,1380.9
10870,2024-02-19,21,11,3,12,187.92000000000002
10871,2024-06-12,6,7,103,9,1161.09
10872,2024-04-01,1,19,31,1,120.62
10873,2024-03-28,31,27,10,2,189.24
10874,2024-03-09,45,8,74,15,831.15
10875,2024-02-06,41,2,82,7,517.37
10876,2024-09-09,28,4,103,18,1599.48
10877,2024-09-08,3,24,58,2,279.36
10878,2024-05-19,38,20,31,9,876.6899999999999
10879,2024-12-20,23,14,14,16,408.32
10880,2024-06-16,40,5,83,4,99.08
10881,2024-02-23,4,10,87,13,1314.95
10882,2024-06-26,6,8,136,5,645.05
10883,2024-10-23,12,8,70,19,1762.82
10884,2024-10-27,12,28,101,8,742.24
10885,2024-12-24,7,21,91,18,1312.56
10886,2024-04-15,28,29,43,13,1155.18
10887,2024-05-16,26,16,131,6,812.46
10888,2024-07-08,48,22,138,17,2328.32
10889,2024-05-07,7,9,77,7,510.44
10890,2024-12-07,3,2,145,8,1117.44
10891,2024-02-16,13,13,80,5,242.3
10892,2024-01-05,41,3,85,12,886.92
10893,2024-09-13,11,27,125,12,1238.76
10894,2024-10-26,39,25,80,16,822.24
10895,2024-05-29,23,30,60,14,357.28
10896,2024-10-20,47,29,14,9,538.9200000000001
10897,2024-08-30,1,3,10,11,1326.8200000000002
10898,2024-10-01,34,5,17,18,2556.0
10899,2024-07-26,31,19,147,19,1797.7800000000002
10900,2024-04-24,33,26,137,8,307.44
10901,2024-07-13,47,4,120,15,898.2
10902,2024-12-08,36,3,127,8,858.16
10903,2024-06-18,36,10,97,15,1609.05
10904,2024-03-22,14,20,133,1,88.57
10905,2024-06-02,37,17,63,13,1732.5100000000002
10906,2024-05-20,32,28,28,2,171.16
10907,2024-11-09,28,24,43,19,1688.34
10908,2024-05-25,1,10,8,8,964.96
10909,2024-11-18,47,30,122,4,239.52
10910,2024-05-01,7,11,78,15,1093.8
10911,2024-09-08,16,16,145,8,1168.32
10912,2024-12-08,32,7,133,15,1283.7
10913,2024-11-06,24,22,147,16,1144.16
10914,2024-03-29,14,23,119,3,265.71
10915,2024-02-27,47,8,123,3,179.64000000000001
10916,2024-03-03,15,1,93,14,890.54
10917,2024-12-12,1,13,75,13,1568.06
10918,2024-11-03,28,7,44,17,1510.62
10919,2024-10-06,19,30,25,13,559.52
10920,2024-03-12,7,9,146,14,1020.88
10921,2024-01-09,18,4,39,12,1332.48
10922,2024-04-03,47,2,41,2,119.76
10923,2024-12-04,13,17,86,6,290.76
10924,2024-12-01,18,8,35,17,1887.68
10925,2024-05-31,4,9,101,8,809.2
10926,2024-12-21,50,11,54,3,302.04
10927,2024-02-09,4,12,45,7,708.0500000000001
10928,2024-12-24,27,19,105,4,306.2
10929,2024-03-02,16,24,86,2,292.08
10930,2024-09-10,14,14,111,13,1151.4099999999999
10931,2024-03-09,14,15,53,14,1239.98
10932,2024-09-01,7,15,77,15,1093.8
10933,2024-12-30,45,8,64,18,997.3799999999999
10934,2024-06-18,14,27,44,9,797.1299999999999
10935,2024-06-26,42,28,39,2,81.16
10936,2024-07-07,45,1,17,3,166.23
10937,2024-09-16,6,24,11,4,516.04
10938,2024-03-12,43,2,11,13,888.03
10939,2024-01-17,38,2,54,12,1168.92
10940,2024-12-06,27,28,8,9,688.9499999999999
10941,2024-02-26,11,20,142,8,825.84
10942,2024-08-05,31,26,46,17,1608.54
10943,2024-04-16,49,23,107,16,769.6
10944,2024-10-30,3,18,68,15,2095.2000000000003
10945,2024-06-21,1,30,144,19,2291.78
10946,2024-08-06,16,21,71,12,1752.48
10947,2024-09-03,44,4,89,8,1069.28
10948,2024-08-05,27,22,134,3,229.64999999999998
10949,2024-01-31,46,3,136,5,135.45
10950,2024-02-16,50,25,135,1,100.68
10951,2024-05-13,3,17,114,14,1955.52
10952,2024-04-17,8,29,19,4,93.44
10953,2024-03-12,50,24,63,1,100.68
10954,2024-11-22,16,6,3,1,146.04
10955,2024-04-17,47,4,13,11,658.6800000000001
10956,2024-11-04,2,9,95,14,1327.62
10957,2024-09-28,29,1,147,12,1288.44
10958,2024-06-19,16,25,19,5,730.1999999999999
10959,2024-04-25,29,2,18,17,1825.29
10960,2024-11-24,31,13,65,5,473.1
10961,2024-03-14,42,22,128,18,730.4399999999999
10962,2024-09-12,11,27,93,13,1341.99
10963,2024-03-21,32,8,48,15,1283.7
10964,2024-09-24,24,16,140,13,929.6300000000001
10965,2024-05-07,19,18,70,15,645.6
10966,2024-11-21,32,28,147,17,1454.86
10967,2024-08-22,10,15,38,1,103.64
10968,2024-02-10,49,5,25,6,288.6
10969,2024-06-29,32,10,12,18,1540.44
10970,2024-06-05,23,10,63,6,153.12
10971,2024-02-28,33,29,134,7,269.01
10972,2024-12-10,30,14,112,14,413.14000000000004
10973,2024-09-05,30,20,,4,118.04
10974,2024-07-10,7,21,130,9,656.28
10975,2024-01-24,16,13,145,19,2774.7599999999998
10976,2024-03-20,43,28,81,15,1024.65
10977,2024-05-13,50,16,109,15,1510.2
10978,2024-07-31,1,26,30,16,1929.92
10979,2024-12-13,30,20,48,18,531.1800000000001
10980,2024-06-14,34,19,116,18,2556.0
10981,2024-12-13,34,4,60,4,568.0
10982,2024-12-02,38,27,115,17,1655.97
10983,2024-03-11,31,5,21,4,378.48
10984,2024-08-01,8,1,122,16,373.76
10985,2024-03-05,20,29,18,13,596.0500000000001
10986,2024-08-08,46,27,27,1,27.09
10987,2024-11-03,29,4,77,11,1181.0700000000002
10988,2024-10-12,31,11,84,17,1608.54
10989,2024-07-03,21,25,5,8,125.28
10990,2024-07-25,26,24,13,2,270.82
10991,2024-04-08,31,5,62,17,1608.54
10992,2024-08-29,20,19,58,11,504.35
10993,2024-06-06,22,2,48,17,1861.33
10994,2024-04-07,40,8,56,1,24.77
10995,2024-02-11,26,13,90,16,2166.56
10996,2024-05-18,17,24,15,9,1159.6499999999999
10997,2024-10-09,25,21,23,1,38.24
10998,2024-08-14,37,27,21,2,266.54
10999,2024-03-12,27,27,1,5,382.75
11000,2024-08-30,3,7,84,18,2514.2400000000002
11001,2024-01-18,24,17,114,16,1144.16
11002,2024-03-17,25,22,28,5,191.20000000000002
11003,2024-02-14,50,26,117,6,604.08
11004,2024-12-08,10,11,69,18,1865.52
11005,2024-05-19,36,9,34,7,750.89
11006,2024-06-25,42,11,136,9,365.21999999999997
11007,2024-08-09,18,7,35,19,2109.76
11008,2024-04-01,45,5,147,12,664.92
11009,2024-01-22,17,6,58,1,128.85
11010,2024-06-20,14,30,125,18,1594.2599999999998
11011,2024-04-01,19,29,42,18,774.72
11012,2024-07-10,18,23,61,18,1998.72
11013,2024-03-17,23,13,113,11,280.71999999999997
11014,2024-10-07,8,22,65,6,140.16
11015,2024-12-29,50,5,119,9,906.1200000000001
11016,2024-06-27,16,12,47,3,438.12
11017,2024-08-25,25,13,10,19,726.5600000000001
11018,2024-05-14,43,18,76,5,341.55
11019,2024-12-30,32,29,62,17,1454.86
11020,2024-10-06,49,12,57,1,48.1
11021,2024-01-19,50,27,57,15,1510.2
11022,2024-03-23,19,3,54,17,731.68
11023,2024-08-15,18,16,13,2,222.08
11024,2024-09-21,32,4,34,13,1112.54
11025,2024-04-21,46,21,150,17,460.53
11026,2024-09-07,49,17,43,19,913.9
11027,2024-06-12,40,10,16,9,222.93
11028,2024-12-23,15,13,74,4,254.44
11029,2024-06-16,49,28,90,16,769.6
11030,2024-08-08,21,23,40,9,140.94
11031,2024-10-30,11,30,25,4,412.92
11032,2024-07-09,29,24,101,3,322.11
11033,2024-11-20,32,29,13,9,770.22
11034,2024-06-18,6,28,51,12,1548.12
11035,2024-02-14,19,23,3,7,301.28
11036,2024-01-14,16,5,93,11,1606.4399999999998
11037,2024-08-18,12,17,102,8,742.24
11038,2024-06-05,15,30,105,2,127.22
11039,2024-05-13,11,9,86,19,1961.3700000000001
11040,2024-02-06,39,2,65,14,719.46
11041,2024-02-22,10,16,36,4,414.56
11042,2024-01-18,37,26,,1,133.27
11043,2024-02-07,49,28,19,14,673.4
11044,2024-07-05,24,17,115,2,143.02
11045,2024-07-14,36,2,8,8,858.16
11046,2024-08-30,1,4,2,8,964.96
11047,2024-10-26,46,14,30,3,81.27
11048,2024-10-29,17,2,30,14,1803.8999999999999
11049,2024-02-04,14,16,44,15,1328.55
11050,2024-08-02,38,6,91,7,681.87
11051,2024-08-06,25,24,115,14,535.36
11052,2024-11-11,37,9,120,19,2532.13
11053,2024-03-30,35,24,1,1,93.84
11054,2024-11-03,22,14,31,16,1751.84
11055,2024-09-08,47,13,36,7,419.16
11056,2024-01-08,7,11,137,12,875.04
11057,2024-09-12,11,8,3,3,309.69
11058,2024-12-28,10,25,113,18,1865.52
11059,2024-07-26,14,30,,7,619.99
11060,2024-05-10,35,24,55,11,1032.24
11061,2024-08-11,46,2,8,5,135.45
11062,2024-07-15,49,23,142,10,481.0
11063,2024-05-21,36,19,122,4,429.08
11064,2024-09-08,6,1,141,10,1290.1
11065,2024-04-05,5,15,140,7,966.63
11066,2024-01-26,42,26,140,10,405.79999999999995
11067,2024-04-20,7,9,78,9,656.28
11068,2024-05-02,15,24,62,8,508.88
11069,2024-07-04,21,14,9,4,62.64
11070,2024-06-16,18,30,125,6,666.24
11071,2024-02-20,1,22,23,5,603.1
11072,2024-01-05,4,16,148,10,1011.5
11073,2024-03-17,11,28,35,15,1548.45
11074,2024-06-08,10,2,27,10,1036.4
11075,2024-07-26,45,11,100,5,277.04999999999995
11076,2024-09-13,19,1,54,19,817.76
11077,2024-07-23,42,26,130,1,40.58
11078,2024-09-11,30,22,46,11,324.61
11079,2024-01-11,50,21,15,10,1006.8000000000001
11080,2024-01-08,41,2,149,8,591.28
11081,2024-02-01,41,17,13,12,886.92
11082,2024-01-28,20,13,98,19,871.15
11083,2024-07-24,27,3,25,9,688.9499999999999
11084,2024-08-15,12,21,150,16,1484.48
11085,2024-05-07,14,9,132,2,177.14
11086,2024-09-11,34,8,144,15,2130.0
11087,2024-07-30,42,29,118,16,649.28
11088,2024-08-26,50,14,92,14,1409.52
11089,2024-07-25,38,9,126,5,487.04999999999995
11090,2024-11-13,2,21,77,3,284.49
11091,2024-10-09,49,4,29,16,769.6
11092,2024-09-01,32,3,149,6,513.48
11093,2024-02-14,18,19,141,7,777.2800000000001
11094,2024-04-14,50,11,109,11,1107.48
11095,2024-12-13,21,4,137,18,281.88
11096,2024-10-07,46,27,55,12,325.08
11097,2024-08-21,11,5,126,7,722.61
11098,2024-07-07,30,14,83,19,560.69
11099,2024-02-13,19,26,104,18,774.72
11100,2024-08-12,48,30,136,11,1506.5600000000002
11101,2024-05-21,40,15,145,13,322.01
11102,2024-05-15,50,16,75,1,100.68
11103,2024-06-24,30,28,41,12,354.12
11104,2024-05-21,35,23,33,10,938.4000000000001
11105,2024-03-20,4,12,36,17,1719.5500000000002
11106,2024-03-22,21,25,113,3,46.980000000000004
11107,2024-05-14,5,28,91,13,1795.17
11108,2024-07-25,36,27,137,17,1823.59
11109,2024-12-09,27,28,19,18,1377.8999999999999
11110,2024-06-25,7,20,89,13,947.96
11111,2024-08-30,31,21,83,18,1703.16
11112,2024-02-24,20,21,38,17,779.45
11113,2024-05-20,25,14,43,14,535.36
11114,2024-02-25,38,4,74,8,779.28
11115,2024-01-15,25,3,73,17,650.08
11116,2024-07-03,17,7,72,5,644.25
11117,2024-11-09,46,5,104,14,379.26
11118,2024-03-28,37,18,60,7,932.8900000000001
11119,2024-04-06,15,29,129,3,190.82999999999998
11120,2024-05-23,10,25,149,8,829.12
11121,2024-01-08,34,17,4,5,710.0
11122,2024-08-02,44,12,82,10,1336.6
11123,2024-06-21,43,4,78,8,546.48
